fieldname;short_code;content
$i94prt ; BZN ; GALLATIN FIELD - BOZEMAN, MT
$i94prt ; FCA ; GLACIER NATIONAL PARK, MT
$i94prt ; GGW ; GLASGOW, MT           
$i94prt ; GRE ; GREAT FALLS, MT       
$i94prt ; HVR ; HAVRE, MT             
$i94prt ; HEL ; HELENA, MT            
$i94prt ; LWT ; LEWISTON, MT          
$i94prt ; MGM ; MORGAN, MT            
$i94prt ; OPH ; OPHEIM, MT            
$i94prt ; PIE ; PIEGAN, MT            
$i94prt ; RAY ; RAYMOND, MT           
$i94prt ; ROO ; ROOSVILLE, MT         
$i94prt ; SCO ; SCOBEY, MT            
$i94prt ; SWE ; SWEETGTASS, MT        
$i94prt ; TRL ; TRIAL CREEK, MT       
$i94prt ; TUR ; TURNER, MT            
$i94prt ; WCM ; WILLOW CREEK, MT      
$i94prt ; CLT ; CHARLOTTE, NC         
$i94prt ; FAY ; FAYETTEVILLE, NC
$i94prt ; MRH ; MOREHEAD CITY, NC     
$i94prt ; FOP ; MORRIS FIELDS AAF, NC
$i94prt ; GSO ; PIEDMONT TRIAD INTL AIRPORT, NC
$i94prt ; RDU ; RALEIGH/DURHAM, NC    
$i94prt ; SSC ; SHAW AFB - SUMTER, NC
$i94prt ; WIL ; WILMINGTON, NC        
$i94prt ; AMB ; AMBROSE, ND           
$i94prt ; ANT ; ANTLER, ND            
$i94prt ; CRY ; CARBURY, ND           
$i94prt ; DNS ; DUNSEITH, ND          
$i94prt ; FAR ; FARGO, ND             
$i94prt ; FRT ; FORTUNA, ND           
$i94prt ; GRF ; GRAND FORKS, ND       
$i94prt ; HNN ; HANNAH, ND            
$i94prt ; HNS ; HANSBORO, ND          
$i94prt ; MAI ; MAIDA, ND             
$i94prt ; MND ; MINOT, ND             
$i94prt ; NEC ; NECHE, ND             
$i94prt ; NOO ; NOONAN, ND            
$i94prt ; NRG ; NORTHGATE, ND         
$i94prt ; PEM ; PEMBINA, ND           
$i94prt ; SAR ; SARLES, ND            
$i94prt ; SHR ; SHERWOOD, ND          
$i94prt ; SJO ; ST JOHN, ND           
$i94prt ; WAL ; WALHALLA, ND          
$i94prt ; WHO ; WESTHOPE, ND          
$i94prt ; WND ; WILLISTON, ND         
$i94prt ; OMA ; OMAHA, NE             
$i94prt ; LEB ; LEBANON, NH           
$i94prt ; MHT ; MANCHESTER, NH
$i94prt ; PNH ; PITTSBURG, NH         
$i94prt ; PSM ; PORTSMOUTH, NH        
$i94prt ; BYO ; BAYONNE, NJ           
$i94prt ; CNJ ; CAMDEN, NJ            
$i94prt ; HOB ; HOBOKEN, NJ           
$i94prt ; JER ; JERSEY CITY, NJ       
$i94prt ; WRI ; MC GUIRE AFB - WRIGHTSOWN, NJ
$i94prt ; MMU ; MORRISTOWN, NJ
$i94prt ; NEW ; NEWARK/TETERBORO, NJ  
$i94prt ; PER ; PERTH AMBOY, NJ       
$i94prt ; ACY ; POMONA FIELD - ATLANTIC CITY, NJ
$i94prt ; ALA ; ALAMAGORDO, NM (BPS)
$i94prt ; ABQ ; ALBUQUERQUE, NM       
$i94prt ; ANP ; ANTELOPE WELLS, NM    
$i94prt ; CRL ; CARLSBAD, NM          
$i94prt ; COL ; COLUMBUS, NM          
$i94prt ; CDD ; CRANE LAKE - ST. LOUIS CNTY, NM
$i94prt ; DNM ; DEMING, NM (BPS)
$i94prt ; LAS ; LAS CRUCES, NM        
$i94prt ; LOB ; LORDSBURG, NM (BPS)
$i94prt ; RUI ; RUIDOSO, NM
$i94prt ; STR ; SANTA TERESA, NM      
$i94prt ; RNO ; CANNON INTL - RENO/TAHOE, NV
$i94prt ; FLX ; FALLON MUNICIPAL AIRPORT, NV
$i94prt ; LVG ; LAS VEGAS, NV         
$i94prt ; REN ; RENO, NV              
$i94prt ; ALB ; ALBANY, NY            
$i94prt ; AXB ; ALEXANDRIA BAY, NY    
$i94prt ; BUF ; BUFFALO, NY           
$i94prt ; CNH ; CANNON CORNERS, NY
$i94prt ; CAP ; CAPE VINCENT, NY      
$i94prt ; CHM ; CHAMPLAIN, NY         
$i94prt ; CHT ; CHATEAUGAY, NY        
$i94prt ; CLA ; CLAYTON, NY           
$i94prt ; FTC ; FORT COVINGTON, NY    
$i94prt ; LAG ; LA GUARDIA, NY        
$i94prt ; LEW ; LEWISTON, NY          
$i94prt ; MAS ; MASSENA, NY           
$i94prt ; MAG ; MCGUIRE AFB, NY       
$i94prt ; MOO ; MOORES, NY            
$i94prt ; MRR ; MORRISTOWN, NY        
$i94prt ; NYC ; NEW YORK, NY          
$i94prt ; NIA ; NIAGARA FALLS, NY     
$i94prt ; OGD ; OGDENSBURG, NY        
$i94prt ; OSW ; OSWEGO, NY            
$i94prt ; ELM ; REGIONAL ARPT - HORSEHEAD, NY
$i94prt ; ROC ; ROCHESTER, NY         
$i94prt ; ROU ; ROUSES POINT, NY      
$i94prt ; SWF ; STEWART - ORANGE CNTY, NY
$i94prt ; SYR ; SYRACUSE, NY          
$i94prt ; THO ; THOUSAND ISLAND BRIDGE, NY
$i94prt ; TRO ; TROUT RIVER, NY       
$i94prt ; WAT ; WATERTOWN, NY         
$i94prt ; HPN ; WESTCHESTER - WHITE PLAINS, NY
$i94prt ; WRB ; WHIRLPOOL BRIDGE, NY
$i94prt ; YOU ; YOUNGSTOWN, NY        
$i94prt ; AKR ; AKRON, OH             
$i94prt ; ATB ; ASHTABULA, OH         
$i94prt ; CIN ; CINCINNATI, OH        
$i94prt ; CLE ; CLEVELAND, OH         
$i94prt ; CLM ; COLUMBUS, OH          
$i94prt ; LOR ; LORAIN, OH            
$i94prt ; MBO ; MARBLE HEADS, OH      
$i94prt ; SDY ; SANDUSKY, OH          
$i94prt ; TOL ; TOLEDO, OH            
$i94prt ; OKC ; OKLAHOMA CITY, OK     
$i94prt ; TUL ; TULSA, OK
$i94prt ; AST ; ASTORIA, OR           
$i94prt ; COO ; COOS BAY, OR          
$i94prt ; HIO ; HILLSBORO, OR
$i94prt ; MED ; MEDFORD, OR           
$i94prt ; NPT ; NEWPORT, OR           
$i94prt ; POO ; PORTLAND, OR          
$i94prt ; PUT ; PUT-IN-BAY, OH        
$i94prt ; RDM ; ROBERTS FIELDS - REDMOND, OR
$i94prt ; ERI ; ERIE, PA              
$i94prt ; MDT ; HARRISBURG, PA
$i94prt ; HSB ; HARRISONBURG, PA      
$i94prt ; PHI ; PHILADELPHIA, PA      
$i94prt ; PIT ; PITTSBURG, PA         
$i94prt ; AGU ; AGUADILLA, PR         
$i94prt ; BQN ; BORINQUEN - AGUADILLO, PR
$i94prt ; JCP ; CULEBRA - BENJAMIN RIVERA, PR
$i94prt ; ENS ; ENSENADA, PR          
$i94prt ; FAJ ; FAJARDO, PR           
$i94prt ; HUM ; HUMACAO, PR           
$i94prt ; JOB ; JOBOS, PR             
$i94prt ; MAY ; MAYAGUEZ, PR          
$i94prt ; PON ; PONCE, PR             
$i94prt ; PSE ; PONCE-MERCEDITA, PR
$i94prt ; SAJ ; SAN JUAN, PR          
$i94prt ; VQS ; VIEQUES-ARPT, PR
$i94prt ; PRO ; PROVIDENCE, RI        
$i94prt ; PVD ; THEODORE FRANCIS - WARWICK, RI
$i94prt ; CHL ; CHARLESTON, SC        
$i94prt ; CAE ; COLUMBIA, SC #ARPT
$i94prt ; GEO ; GEORGETOWN, SC        
$i94prt ; GSP ; GREENVILLE, SC
$i94prt ; GRR ; GREER, SC
$i94prt ; MYR ; MYRTLE BEACH, SC
$i94prt ; SPF ; BLACK HILLS, SPEARFISH, SD
$i94prt ; HON ; HOWES REGIONAL ARPT - HURON, SD
$i94prt ; SAI ; SAIPAN, SPN           
$i94prt ; TYS ; MC GHEE TYSON - ALCOA, TN
$i94prt ; MEM ; MEMPHIS, TN           
$i94prt ; NSV ; NASHVILLE, TN         
$i94prt ; TRI ; TRI CITY ARPT, TN
$i94prt ; ADS ; ADDISON AIRPORT- ADDISON, TX
$i94prt ; ADT ; AMISTAD DAM, TX       
$i94prt ; ANZ ; ANZALDUAS, TX
$i94prt ; AUS ; AUSTIN, TX            
$i94prt ; BEA ; BEAUMONT, TX          
$i94prt ; BBP ; BIG BEND PARK, TX (BPS)
$i94prt ; SCC ; BP SPEC COORD. CTR, TX
$i94prt ; BTC ; BP TACTICAL UNIT, TX  
$i94prt ; BOA ; BRIDGE OF AMERICAS, TX
$i94prt ; BRO ; BROWNSVILLE, TX       
$i94prt ; CRP ; CORPUS CHRISTI, TX    
$i94prt ; DAL ; DALLAS, TX            
$i94prt ; DLR ; DEL RIO, TX           
$i94prt ; DNA ; DONNA, TX
$i94prt ; EGP ; EAGLE PASS, TX        
$i94prt ; ELP ; EL PASO, TX           
$i94prt ; FAB ; FABENS, TX            
$i94prt ; FAL ; FALCON HEIGHTS, TX    
$i94prt ; FTH ; FORT HANCOCK, TX      
$i94prt ; AFW ; FORT WORTH ALLIANCE, TX
$i94prt ; FPT ; FREEPORT, TX          
$i94prt ; GAL ; GALVESTON, TX         
$i94prt ; HLG ; HARLINGEN, TX         
$i94prt ; HID ; HIDALGO, TX           
$i94prt ; HOU ; HOUSTON, TX           
$i94prt ; SGR ; HULL FIELD, SUGAR LAND ARPT, TX
$i94prt ; LLB ; JUAREZ-LINCOLN BRIDGE, TX
$i94prt ; LCB ; LAREDO COLUMBIA BRIDGE, TX
$i94prt ; LRN ; LAREDO NORTH, TX      
$i94prt ; LAR ; LAREDO, TX            
$i94prt ; LSE ; LOS EBANOS, TX        
$i94prt ; IND ; LOS INDIOS, TX
$i94prt ; LOI ; LOS INDIOS, TX        
$i94prt ; MRS ; MARFA, TX (BPS)
$i94prt ; MCA ; MCALLEN, TX           
$i94prt ; MAF ; ODESSA REGIONAL, TX
$i94prt ; PDN ; PASO DEL NORTE,TX     
$i94prt ; PBB ; PEACE BRIDGE, NY      
$i94prt ; PHR ; PHARR, TX             
$i94prt ; PAR ; PORT ARTHUR, TX       
$i94prt ; ISB ; PORT ISABEL, TX       
$i94prt ; POE ; PORT OF EL PASO, TX   
$i94prt ; PRE ; PRESIDIO, TX          
$i94prt ; PGR ; PROGRESO, TX          
$i94prt ; RIO ; RIO GRANDE CITY, TX   
$i94prt ; ROM ; ROMA, TX              
$i94prt ; SNA ; SAN ANTONIO, TX       
$i94prt ; SNN ; SANDERSON, TX         
$i94prt ; VIB ; VETERAN INTL BRIDGE, TX
$i94prt ; YSL ; YSLETA, TX            
$i94prt ; CHA ; CHARLOTTE AMALIE, VI  
$i94prt ; CHR ; CHRISTIANSTED, VI     
$i94prt ; CRU ; CRUZ BAY, ST JOHN, VI 
$i94prt ; FRK ; FREDERIKSTED, VI      
$i94prt ; STT ; ST THOMAS, VI         
$i94prt ; LGU ; CACHE AIRPORT - LOGAN, UT
$i94prt ; SLC ; SALT LAKE CITY, UT    
$i94prt ; CHO ; ALBEMARLE CHARLOTTESVILLE, VA
$i94prt ; DAA ; DAVISON AAF - FAIRFAX CNTY, VA
$i94prt ; HOP ; HOPEWELL, VA          
$i94prt ; HEF ; MANASSAS, VA #ARPT
$i94prt ; NWN ; NEWPORT, VA           
$i94prt ; NOR ; NORFOLK, VA           
$i94prt ; RCM ; RICHMOND, VA          
$i94prt ; ABS ; ALBURG SPRINGS, VT    
$i94prt ; ABG ; ALBURG, VT            
$i94prt ; BEB ; BEEBE PLAIN, VT       
$i94prt ; BEE ; BEECHER FALLS, VT     
$i94prt ; BRG ; BURLINGTON, VT        
$i94prt ; CNA ; CANAAN, VT            
$i94prt ; DER ; DERBY LINE, VT (I-91) 
$i94prt ; DLV ; DERBY LINE, VT (RT. 5)
$i94prt ; ERC ; EAST RICHFORD, VT     
$i94prt ; HIG ; HIGHGATE SPRINGS, VT  
$i94prt ; MOR ; MORSES LINE, VT       
$i94prt ; NPV ; NEWPORT, VT           
$i94prt ; NRT ; NORTH TROY, VT        
$i94prt ; NRN ; NORTON, VT            
$i94prt ; PIV ; PINNACLE ROAD, VT     
$i94prt ; RIF ; RICHFORT, VT          
$i94prt ; STA ; ST ALBANS, VT         
$i94prt ; SWB ; SWANTON, VT (BP - SECTOR HQ)
$i94prt ; WBE ; WEST BERKSHIRE, VT    
$i94prt ; ABE ; ABERDEEN, WA          
$i94prt ; ANA ; ANACORTES, WA         
$i94prt ; BEL ; BELLINGHAM, WA        
$i94prt ; BLI ; BELLINGHAM, WASHINGTON #INTL
$i94prt ; BLA ; BLAINE, WA            
$i94prt ; BWA ; BOUNDARY, WA          
$i94prt ; CUR ; CURLEW, WA (BPS)
$i94prt ; DVL ; DANVILLE, WA          
$i94prt ; EVE ; EVERETT, WA           
$i94prt ; FER ; FERRY, WA             
$i94prt ; FRI ; FRIDAY HARBOR, WA     
$i94prt ; FWA ; FRONTIER, WA          
$i94prt ; KLM ; KALAMA, WA            
$i94prt ; LAU ; LAURIER, WA           
$i94prt ; LON ; LONGVIEW, WA          
$i94prt ; MET ; METALINE FALLS, WA    
$i94prt ; MWH ; MOSES LAKE GRANT COUNTY ARPT, WA
$i94prt ; NEA ; NEAH BAY, WA          
$i94prt ; NIG ; NIGHTHAWK, WA         
$i94prt ; OLY ; OLYMPIA, WA           
$i94prt ; ORO ; OROVILLE, WA          
$i94prt ; PWB ; PASCO, WA             
$i94prt ; PIR ; POINT ROBERTS, WA     
$i94prt ; PNG ; PORT ANGELES, WA      
$i94prt ; PTO ; PORT TOWNSEND, WA     
$i94prt ; SEA ; SEATTLE, WA           
$i94prt ; SPO ; SPOKANE, WA           
$i94prt ; SUM ; SUMAS, WA             
$i94prt ; TAC ; TACOMA, WA            
$i94prt ; PSC ; TRI-CITIES - PASCO, WA
$i94prt ; VAN ; VANCOUVER, WA         
$i94prt ; AGM ; ALGOMA, WI            
$i94prt ; BAY ; BAYFIELD, WI          
$i94prt ; GRB ; GREEN BAY, WI         
$i94prt ; MNW ; MANITOWOC, WI         
$i94prt ; MIL ; MILWAUKEE, WI         
$i94prt ; MSN ; TRUAX FIELD - DANE COUNTY, WI
$i94prt ; CHS ; CHARLESTON, WV        
$i94prt ; CLK ; CLARKSBURG, WV        
$i94prt ; BLF ; MERCER COUNTY, WV
$i94prt ; CSP ; CASPER, WY            
$i94prt ; XXX ; NOT REPORTED/UNKNOWN  
$i94prt ; 888 ; UNIDENTIFED AIR / SEAPORT
$i94prt ; UNK ; UNKNOWN POE           
$i94prt ; CLG ; CALGARY, CANADA       
$i94prt ; EDA ; EDMONTON, CANADA      
$i94prt ; YHC ; HAKAI PASS, CANADA
$i94prt ; HAL ; Halifax, NS, Canada   
$i94prt ; MON ; MONTREAL, CANADA      
$i94prt ; OTT ; OTTAWA, CANADA        
$i94prt ; YXE ; SASKATOON, CANADA
$i94prt ; TOR ; TORONTO, CANADA       
$i94prt ; VCV ; VANCOUVER, CANADA     
$i94prt ; VIC ; VICTORIA, CANADA      
$i94prt ; WIN ; WINNIPEG, CANADA      
$i94prt ; AMS ; AMSTERDAM-SCHIPHOL, NETHERLANDS
$i94prt ; ARB ; ARUBA, NETH ANTILLES  
$i94prt ; BAN ; BANKOK, THAILAND      
$i94prt ; BEI ; BEICA #ARPT, ETHIOPIA
$i94prt ; PEK ; BEIJING CAPITAL INTL, PRC
$i94prt ; BDA ; KINDLEY FIELD, BERMUDA
$i94prt ; BOG ; BOGOTA, EL DORADO #ARPT, COLOMBIA
$i94prt ; EZE ; BUENOS AIRES, MINISTRO PIST, ARGENTINA
$i94prt ; CUN ; CANCUN, MEXICO
$i94prt ; CRQ ; CARAVELAS, BA #ARPT, BRAZIL
$i94prt ; MVD ; CARRASCO, URUGUAY
$i94prt ; DUB ; DUBLIN, IRELAND       
$i94prt ; FOU ; FOUGAMOU #ARPT, GABON
$i94prt ; FBA ; FREEPORT, BAHAMAS      
$i94prt ; MTY ; GEN M. ESCOBEDO, Monterrey, MX
$i94prt ; HMO ; GEN PESQUEIRA GARCIA, MX
$i94prt ; GCM ; GRAND CAYMAN, CAYMAN ISLAND
$i94prt ; GDL ; GUADALAJARA, MIGUEL HIDAL, MX
$i94prt ; HAM ; HAMILTON, BERMUDA     
$i94prt ; ICN ; INCHON, SEOUL KOREA
$i94prt ; IWA ; INVALID - IWAKUNI, JAPAN
$i94prt ; CND ; KOGALNICEANU, ROMANIA
$i94prt ; LAH ; LABUHA ARPT, INDONESIA
$i94prt ; DUR ; LOUIS BOTHA, SOUTH AFRICA
$i94prt ; MAL ; MANGOLE ARPT, INDONESIA
$i94prt ; MDE ; MEDELLIN, COLOMBIA
$i94prt ; MEX ; JUAREZ INTL, MEXICO CITY, MX
$i94prt ; LHR ; MIDDLESEX, ENGLAND
$i94prt ; NBO ; NAIROBI, KENYA        
$i94prt ; NAS ; NASSAU, BAHAMAS       
$i94prt ; NCA ; NORTH CAICOS, TURK & CAIMAN
$i94prt ; PTY ; OMAR TORRIJOS, PANAMA
$i94prt ; SPV ; PAPUA, NEW GUINEA
$i94prt ; UIO ; QUITO (MARISCAL SUCR), ECUADOR
$i94prt ; RIT ; ROME, ITALY           
$i94prt ; SNO ; SAKON NAKHON #ARPT, THAILAND
$i94prt ; SLP ; SAN LUIS POTOSI #ARPT, MEXICO
$i94prt ; SAN ; SAN SALVADOR, EL SALVADOR
$i94prt ; SRO ; SANTANA RAMOS #ARPT, COLOMBIA
$i94prt ; GRU ; GUARULHOS INTL, SAO PAULO, BRAZIL
$i94prt ; SHA ; SHANNON, IRELAND      
$i94prt ; HIL ; SHILLAVO, ETHIOPIA
$i94prt ; TOK ; TOROKINA #ARPT, PAPUA, NEW GUINEA
$i94prt ; VER ; VERACRUZ, MEXICO
$i94prt ; LGW ; WEST SUSSEX, ENGLAND  
$i94prt ; ZZZ ; MEXICO Land (Banco de Mexico) 
$i94prt ; CHN ; No PORT Code (CHN)
$i94prt ; CNC ; CANNON CORNERS, NY
$i94prt ; MAA ; Abu Dhabi
$i94prt ; AG0 ; MAGNOLIA, AR
$i94prt ; BHM ; BAR HARBOR, ME
$i94prt ; BHX ; BIRMINGHAM, AL
$i94prt ; CAK ; AKRON, OH
$i94prt ; FOK ; SUFFOLK COUNTY, NY
$i94prt ; LND ; LANDER, WY
$i94prt ; MAR ; MARFA, TX
$i94prt ; MLI ; MOLINE, IL
$i94prt ; RIV ; RIVERSIDE, CA
$i94prt ; RME ; ROME, NY
$i94prt ; VNY ; VAN NUYS, CA
$i94prt ; YUM ; YUMA, AZ
$i94prt ; FRG ; Collapsed (FOK) 06/15
$i94prt ; HRL ; Collapsed (HLG) 06/15
$i94prt ; ISP ; Collapsed (FOK) 06/15
$i94prt ; JSJ ; Collapsed (SAJ) 06/15
$i94prt ; BUS ; Collapsed (BUF) 06/15
$i94prt ; IAG ; Collapsed (NIA) 06/15
$i94prt ; PHN ; Collapsed (PHU) 06/15
$i94prt ; STN ; Collapsed (STR) 06/15
$i94prt ; VMB ; Collapsed (VNB) 06/15
$i94prt ; T01 ; Collapsed (SEA) 06/15
$i94prt ; PHF ; No PORT Code (PHF)
$i94prt ; DRV ; No PORT Code (DRV)
$i94prt ; FTB ; No PORT Code (FTB)
$i94prt ; GAC ; No PORT Code (GAC)
$i94prt ; GMT ; No PORT Code (GMT)
$i94prt ; JFA ; No PORT Code (JFA)
$i94prt ; JMZ ; No PORT Code (JMZ)
$i94prt ; NC8 ; No PORT Code (NC8)
$i94prt ; NYL ; No PORT Code (NYL)
$i94prt ; OAI ; No PORT Code (OAI)
$i94prt ; PCW ; No PORT Code (PCW)
$i94prt ; WA5 ; No PORT Code (WAS)
$i94prt ; WTR ; No PORT Code (WTR)
$i94prt ; X96 ; No PORT Code (X96)
$i94prt ; XNA ; No PORT Code (XNA)
$i94prt ; YGF ; No PORT Code (YGF)
$i94prt ; 5T6 ; No PORT Code (5T6)
$i94prt ; 060 ; No PORT Code (60)
$i94prt ; SP0 ; No PORT Code (SP0)
$i94prt ; W55 ; No PORT Code (W55)
$i94prt ; X44 ; No PORT Code (X44)
$i94prt ; AUH ; No PORT Code (AUH)
$i94prt ; RYY ; No PORT Code (RYY)
$i94prt ; SUS ; No PORT Code (SUS)
$i94prt ; 74S ; No PORT Code (74S)
$i94prt ; ATW ; No PORT Code (ATW)
$i94prt ; CPX ; No PORT Code (CPX)
$i94prt ; MTH ; No PORT Code (MTH)
$i94prt ; PFN ; No PORT Code (PFN)
$i94prt ; SCH ; No PORT Code (SCH)
$i94prt ; ASI ; No PORT Code (ASI)
$i94prt ; BKF ; No PORT Code (BKF)
$i94prt ; DAY ; No PORT Code (DAY)
$i94prt ; Y62 ; No PORT Code (Y62)
$i94prt ; AG ; No PORT Code (AG)
$i94prt ; BCM ; No PORT Code (BCM)
$i94prt ; DEC ; No PORT Code (DEC)
$i94prt ; PLB ; No PORT Code (PLB)
$i94prt ; CXO ; No PORT Code (CXO)
$i94prt ; JBQ ; No PORT Code (JBQ)
$i94prt ; JIG ; No PORT Code (JIG)
$i94prt ; OGS ; No PORT Code (OGS)
$i94prt ; TIW ; No PORT Code (TIW)
$i94prt ; OTS ; No PORT Code (OTS)
$i94prt ; AMT ; No PORT Code (AMT)
$i94prt ; EGE ; No PORT Code (EGE)
$i94prt ; GPI ; No PORT Code (GPI)
$i94prt ; NGL ; No PORT Code (NGL)
$i94prt ; OLM ; No PORT Code (OLM)
$i94prt ; .GA ; No PORT Code (.GA)
$i94prt ; CLX ; No PORT Code (CLX)
$i94prt ; CP  ; No PORT Code (CP)
$i94prt ; FSC ; No PORT Code (FSC)
$i94prt ; NK ; No PORT Code (NK)
$i94prt ; ADU ; No PORT Code (ADU)
$i94prt ; AKT ; No PORT Code (AKT)
$i94prt ; LIT ; No PORT Code (LIT)
$i94prt ; A2A ; No PORT Code (A2A)
$i94prt ; OSN ; No PORT Code (OSN)
i94mode ; 1 ; Air
i94mode ; 2 ; Sea
i94mode ; 3 ; Land
i94mode ; 9 ; Not reported' ;
i94addr ; AL ; ALABAMA
i94addr ; AK ; ALASKA
i94addr ; AZ ; ARIZONA
i94addr ; AR ; ARKANSAS
i94addr ; CA ; CALIFORNIA
i94addr ; CO ; COLORADO
i94addr ; CT ; CONNECTICUT
i94addr ; DE ; DELAWARE
i94addr ; DC ; DIST. OF COLUMBIA
i94addr ; FL ; FLORIDA
i94addr ; GA ; GEORGIA
i94addr ; GU ; GUAM
i94addr ; HI ; HAWAII
i94addr ; ID ; IDAHO
i94addr ; IL ; ILLINOIS
i94addr ; IN ; INDIANA
i94addr ; IA ; IOWA
i94addr ; KS ; KANSAS
i94addr ; KY ; KENTUCKY
i94addr ; LA ; LOUISIANA
i94addr ; ME ; MAINE
i94addr ; MD ; MARYLAND
i94addr ; MA ; MASSACHUSETTS
i94addr ; MI ; MICHIGAN
i94addr ; MN ; MINNESOTA
i94addr ; MS ; MISSISSIPPI
i94addr ; MO ; MISSOURI
i94addr ; MT ; MONTANA
i94addr ; NC ; N. CAROLINA
i94addr ; ND ; N. DAKOTA
i94addr ; NE ; NEBRASKA
i94addr ; NV ; NEVADA
i94addr ; NH ; NEW HAMPSHIRE
i94addr ; NJ ; NEW JERSEY
i94addr ; NM ; NEW MEXICO
i94addr ; NY ; NEW YORK
i94addr ; OH ; OHIO
i94addr ; OK ; OKLAHOMA
i94addr ; OR ; OREGON
i94addr ; PA ; PENNSYLVANIA
i94addr ; PR ; PUERTO RICO
i94addr ; RI ; RHODE ISLAND
i94addr ; SC ; S. CAROLINA
i94addr ; SD ; S. DAKOTA
i94addr ; TN ; TENNESSEE
i94addr ; TX ; TEXAS
i94addr ; UT ; UTAH
i94addr ; VT ; VERMONT
i94addr ; VI ; VIRGIN ISLANDS
i94addr ; VA ; VIRGINIA
i94addr ; WV ; W. VIRGINIA
i94addr ; WA ; WASHINGTON
i94addr ; WI ; WISCONSON
i94addr ; WY ; WYOMING
i94addr ; 99 ; All Other Codes'